event,horizon,target_ts,reason,bar_ts,age_seconds,p,bid,ask,spread,trade_p,contracts_last_hour,active_minutes_last_hour
KXNBAGAME-26MAR03PHXSAC,6h,1772575200,included,1772575200.0,0.0,0.235,0.23,0.24,0.009999999999999981,,2622.0,21.0
KXNBAGAME-26MAR03PHXSAC,1h,1772593200,included,1772593200.0,0.0,0.225,0.22,0.23,0.010000000000000009,0.23,20140.0,56.0
KXNBAGAME-26MAR03PHXSAC,5m,1772596500,included,1772596500.0,0.0,0.225,0.22,0.23,0.010000000000000009,0.23,113999.0,60.0
KXNBAGAME-26MAR04OKCNYK,24h,1772582400,included,1772582340.0,60.0,0.395,0.39,0.4,0.010000000000000009,,3391.0,17.0
KXNBAGAME-26MAR04OKCNYK,6h,1772647200,included,1772647200.0,0.0,0.395,0.39,0.4,0.010000000000000009,0.4,17383.0,60.0
KXNBAGAME-26MAR04OKCNYK,1h,1772665200,included,1772665200.0,0.0,0.395,0.39,0.4,0.010000000000000009,0.4,95315.0,60.0
KXNBAGAME-26MAR04OKCNYK,5m,1772668500,included,1772668500.0,0.0,0.39,0.38,0.4,0.020000000000000018,0.4,312291.0,60.0
KXNBAGAME-26MAR04CHABOS,24h,1772584200,bar_too_old,,180.0,,,,,,,
KXNBAGAME-26MAR04CHABOS,6h,1772649000,included,1772649000.0,0.0,0.695,0.69,0.7,0.010000000000000009,0.7,17639.0,59.0
KXNBAGAME-26MAR04CHABOS,1h,1772667000,included,1772667000.0,0.0,0.695,0.69,0.7,0.010000000000000009,0.7,112669.0,60.0
KXNBAGAME-26MAR04CHABOS,5m,1772670300,included,1772670300.0,0.0,0.695,0.69,0.7,0.010000000000000009,0.7,246680.0,60.0
KXNBAGAME-26MAR04UTAPHI,24h,1772584200,bar_too_old,,360.0,,,,,,,
KXNBAGAME-26MAR04UTAPHI,6h,1772649000,included,1772649000.0,0.0,0.765,0.76,0.77,0.010000000000000009,,9507.0,48.0
KXNBAGAME-26MAR04UTAPHI,1h,1772667000,included,1772667000.0,0.0,0.755,0.75,0.76,0.010000000000000009,0.76,43293.0,59.0
KXNBAGAME-26MAR04UTAPHI,5m,1772670300,included,1772670300.0,0.0,0.735,0.73,0.74,0.010000000000000009,0.74,126953.0,60.0
KXNBAGAME-26MAR04PORMEM,24h,1772586000,bar_too_old,,960.0,,,,,,,
KXNBAGAME-26MAR04PORMEM,6h,1772650800,included,1772650800.0,0.0,0.235,0.23,0.24,0.009999999999999981,,1775.0,27.0
KXNBAGAME-26MAR04PORMEM,1h,1772668800,included,1772668800.0,0.0,0.21000000000000002,0.2,0.22,0.01999999999999999,0.22,83865.0,56.0
KXNBAGAME-26MAR04PORMEM,5m,1772672100,included,1772672100.0,0.0,0.235,0.23,0.24,0.009999999999999981,0.24,227510.0,60.0
KXNBAGAME-26MAR04ATLMIL,24h,1772591400,included,1772591400.0,0.0,0.52,0.51,0.53,0.020000000000000018,0.52,1469.0,16.0
KXNBAGAME-26MAR04ATLMIL,6h,1772656200,included,1772656200.0,0.0,0.515,0.51,0.52,0.010000000000000009,0.52,11979.0,50.0
KXNBAGAME-26MAR04ATLMIL,1h,1772674200,included,1772674200.0,0.0,0.505,0.5,0.51,0.010000000000000009,0.51,110460.0,60.0
KXNBAGAME-26MAR04ATLMIL,5m,1772677500,included,1772677500.0,0.0,0.505,0.5,0.51,0.010000000000000009,0.51,179426.0,60.0
KXNBAGAME-26MAR04INDLAC,24h,1772595000,included,1772594940.0,60.0,0.85,0.84,0.86,0.020000000000000018,,197.0,5.0
KXNBAGAME-26MAR04INDLAC,6h,1772659800,included,1772659800.0,0.0,0.855,0.85,0.86,0.010000000000000009,0.86,27898.0,46.0
KXNBAGAME-26MAR04INDLAC,1h,1772677800,included,1772677800.0,0.0,0.845,0.84,0.85,0.010000000000000009,0.84,74333.0,55.0
KXNBAGAME-26MAR04INDLAC,5m,1772681100,included,1772681100.0,0.0,0.835,0.83,0.84,0.010000000000000009,0.84,222343.0,60.0
KXNBAGAME-26MAR05DALORL,24h,1772668800,included,1772668800.0,0.0,0.765,0.76,0.77,0.010000000000000009,,2092.0,20.0
KXNBAGAME-26MAR05DALORL,6h,1772733600,included,1772733540.0,60.0,0.785,0.78,0.79,0.010000000000000009,0.79,15729.0,49.0
KXNBAGAME-26MAR05DALORL,1h,1772751600,included,1772751600.0,0.0,0.755,0.75,0.76,0.010000000000000009,0.76,20034.0,56.0
KXNBAGAME-26MAR05DALORL,5m,1772754900,included,1772754900.0,0.0,0.755,0.75,0.76,0.010000000000000009,0.76,164665.0,60.0
KXNBAGAME-26MAR05UTAWAS,24h,1772668800,included,1772668740.0,60.0,0.565,0.55,0.58,0.029999999999999916,,442.0,10.0
KXNBAGAME-26MAR05UTAWAS,6h,1772733600,included,1772733600.0,0.0,0.605,0.6,0.61,0.010000000000000009,,36760.0,46.0
KXNBAGAME-26MAR05UTAWAS,1h,1772751600,included,1772751600.0,0.0,0.615,0.61,0.62,0.010000000000000009,0.62,81651.0,54.0
KXNBAGAME-26MAR05UTAWAS,5m,1772754900,included,1772754900.0,0.0,0.615,0.61,0.62,0.010000000000000009,0.62,51631.0,60.0
KXNBAGAME-26MAR05BKNMIA,24h,1772670600,included,1772670600.0,0.0,0.865,0.85,0.88,0.030000000000000027,,450.0,10.0
KXNBAGAME-26MAR05BKNMIA,6h,1772735400,included,1772735400.0,0.0,0.875,0.87,0.88,0.010000000000000009,0.88,14533.0,39.0
KXNBAGAME-26MAR05BKNMIA,1h,1772753400,included,1772753400.0,0.0,0.865,0.86,0.87,0.010000000000000009,0.87,27732.0,48.0
KXNBAGAME-26MAR05BKNMIA,5m,1772756700,included,1772756700.0,0.0,0.865,0.86,0.87,0.010000000000000009,0.87,115866.0,56.0
KXNBAGAME-26MAR05GSWHOU,24h,1772670600,included,1772670600.0,0.0,0.765,0.75,0.78,0.030000000000000027,0.78,4799.0,17.0
KXNBAGAME-26MAR05GSWHOU,6h,1772735400,included,1772735400.0,0.0,0.765,0.76,0.77,0.010000000000000009,0.77,16903.0,56.0
KXNBAGAME-26MAR05GSWHOU,1h,1772753400,included,1772753400.0,0.0,0.785,0.78,0.79,0.010000000000000009,0.79,141282.0,60.0
KXNBAGAME-26MAR05GSWHOU,5m,1772756700,included,1772756700.0,0.0,0.795,0.79,0.8,0.010000000000000009,0.8,445230.0,60.0
KXNBAGAME-26MAR05DETSAS,24h,1772672400,included,1772672400.0,0.0,0.605,0.6,0.61,0.010000000000000009,0.61,2793.0,23.0
KXNBAGAME-26MAR05DETSAS,6h,1772737200,included,1772737200.0,0.0,0.595,0.59,0.6,0.010000000000000009,0.6,21814.0,59.0
KXNBAGAME-26MAR05DETSAS,1h,1772755200,included,1772755200.0,0.0,0.585,0.58,0.59,0.010000000000000009,0.59,118945.0,60.0
KXNBAGAME-26MAR05DETSAS,5m,1772758500,included,1772758500.0,0.0,0.575,0.57,0.58,0.010000000000000009,0.58,274568.0,60.0
KXNBAGAME-26MAR05TORMIN,24h,1772672400,included,1772672400.0,0.0,0.7,0.69,0.71,0.020000000000000018,0.71,7386.0,9.0
KXNBAGAME-26MAR05TORMIN,6h,1772737200,included,1772737200.0,0.0,0.655,0.65,0.66,0.010000000000000009,,4145.0,46.0
KXNBAGAME-26MAR05TORMIN,1h,1772755200,included,1772755200.0,0.0,0.665,0.66,0.67,0.010000000000000009,0.67,160688.0,59.0
KXNBAGAME-26MAR05TORMIN,5m,1772758500,included,1772758500.0,0.0,0.655,0.65,0.66,0.010000000000000009,0.66,53826.0,59.0
KXNBAGAME-26MAR05CHIPHX,24h,1772676000,included,1772676000.0,0.0,0.8200000000000001,0.81,0.83,0.019999999999999907,,78.0,5.0
KXNBAGAME-26MAR05CHIPHX,6h,1772740800,bar_too_old,,240.0,,,,,,,
KXNBAGAME-26MAR05CHIPHX,1h,1772758800,included,1772758800.0,0.0,0.835,0.83,0.84,0.010000000000000009,0.84,76514.0,49.0
KXNBAGAME-26MAR05CHIPHX,5m,1772762100,included,1772762100.0,0.0,0.835,0.83,0.84,0.010000000000000009,0.84,38897.0,55.0
KXNBAGAME-26MAR05LALDEN,24h,1772679600,included,1772679600.0,0.0,0.635,0.62,0.65,0.030000000000000027,0.65,1201.0,13.0
KXNBAGAME-26MAR05LALDEN,6h,1772744400,included,1772744400.0,0.0,0.625,0.62,0.63,0.010000000000000009,0.63,11500.0,55.0
KXNBAGAME-26MAR05LALDEN,1h,1772762400,included,1772762400.0,0.0,0.615,0.61,0.62,0.010000000000000009,0.62,125036.0,58.0
KXNBAGAME-26MAR05LALDEN,5m,1772765700,included,1772765700.0,0.0,0.605,0.6,0.61,0.010000000000000009,0.61,67516.0,60.0
KXNBAGAME-26MAR05NOPSAC,24h,1772679600,included,1772679600.0,0.0,0.385,0.38,0.39,0.010000000000000009,,19.0,1.0
KXNBAGAME-26MAR05NOPSAC,6h,1772744400,included,1772744400.0,0.0,0.335,0.33,0.34,0.010000000000000009,0.34,1157.0,25.0
KXNBAGAME-26MAR05NOPSAC,1h,1772762400,included,1772762340.0,60.0,0.335,0.33,0.34,0.010000000000000009,0.33,11068.0,42.0
KXNBAGAME-26MAR05NOPSAC,5m,1772765700,included,1772765700.0,0.0,0.305,0.3,0.31,0.010000000000000009,0.31,15673.0,55.0
KXNBAGAME-26MAR06DALBOS,24h,1772755200,included,1772755200.0,0.0,0.89,0.88,0.9,0.020000000000000018,,674.0,10.0
KXNBAGAME-26MAR06DALBOS,6h,1772820000,included,1772820000.0,0.0,0.905,0.9,0.91,0.010000000000000009,0.91,14739.0,47.0
KXNBAGAME-26MAR06DALBOS,1h,1772838000,included,1772838000.0,0.0,0.895,0.89,0.9,0.010000000000000009,0.9,47787.0,59.0
KXNBAGAME-26MAR06DALBOS,5m,1772841300,included,1772841300.0,0.0,0.895,0.89,0.9,0.010000000000000009,0.9,112888.0,60.0
KXNBAGAME-26MAR06MIACHA,24h,1772755200,included,1772755200.0,0.0,0.6799999999999999,0.67,0.69,0.019999999999999907,,583.0,8.0
KXNBAGAME-26MAR06MIACHA,6h,1772820000,included,1772820000.0,0.0,0.735,0.73,0.74,0.010000000000000009,0.73,18006.0,50.0
KXNBAGAME-26MAR06MIACHA,1h,1772838000,included,1772838000.0,0.0,0.715,0.71,0.72,0.010000000000000009,0.72,104776.0,57.0
KXNBAGAME-26MAR06MIACHA,5m,1772841300,included,1772841300.0,0.0,0.715,0.71,0.72,0.010000000000000009,0.72,80143.0,60.0
KXNBAGAME-26MAR06PORHOU,24h,1772758800,included,1772758740.0,60.0,0.725,0.72,0.73,0.010000000000000009,,5.0,2.0
KXNBAGAME-26MAR06PORHOU,6h,1772823600,included,1772823540.0,60.0,0.69,0.68,0.7,0.019999999999999907,0.7,34517.0,50.0
KXNBAGAME-26MAR06PORHOU,1h,1772841600,included,1772841600.0,0.0,0.715,0.71,0.72,0.010000000000000009,0.72,139932.0,59.0
KXNBAGAME-26MAR06PORHOU,5m,1772844900,included,1772844900.0,0.0,0.715,0.71,0.72,0.010000000000000009,0.72,68214.0,60.0
KXNBAGAME-26MAR06NOPPHX,24h,1772762400,bar_too_old,,480.0,,,,,,,
KXNBAGAME-26MAR06NOPPHX,6h,1772827200,included,1772827200.0,0.0,0.665,0.66,0.67,0.010000000000000009,,8121.0,39.0
KXNBAGAME-26MAR06NOPPHX,1h,1772845200,included,1772845200.0,0.0,0.625,0.62,0.63,0.010000000000000009,0.63,28564.0,58.0
KXNBAGAME-26MAR06NOPPHX,5m,1772848500,included,1772848500.0,0.0,0.625,0.62,0.63,0.010000000000000009,0.63,18777.0,60.0
KXNBAGAME-26MAR06NYKDEN,24h,1772762400,included,1772762340.0,60.0,0.5,0.49,0.51,0.020000000000000018,,312.0,4.0
KXNBAGAME-26MAR06NYKDEN,6h,1772827200,included,1772827200.0,0.0,0.475,0.47,0.48,0.010000000000000009,0.47,36129.0,59.0
KXNBAGAME-26MAR06NYKDEN,1h,1772845200,included,1772845200.0,0.0,0.485,0.48,0.49,0.010000000000000009,0.49,91070.0,60.0
KXNBAGAME-26MAR06NYKDEN,5m,1772848500,included,1772848500.0,0.0,0.525,0.52,0.53,0.010000000000000009,0.53,192700.0,60.0
KXNBAGAME-26MAR06LACSAS,24h,1772764200,included,1772764200.0,0.0,0.735,0.73,0.74,0.010000000000000009,0.74,203.0,5.0
KXNBAGAME-26MAR06LACSAS,6h,1772829000,included,1772829000.0,0.0,0.715,0.71,0.72,0.010000000000000009,0.72,14379.0,53.0
KXNBAGAME-26MAR06LACSAS,1h,1772847000,included,1772847000.0,0.0,0.715,0.71,0.72,0.010000000000000009,0.72,80046.0,59.0
KXNBAGAME-26MAR06LACSAS,5m,1772850300,included,1772850300.0,0.0,0.715,0.71,0.72,0.010000000000000009,0.72,199497.0,60.0
KXNBAGAME-26MAR06INDLAL,24h,1772767800,included,1772767800.0,0.0,0.825,0.82,0.83,0.010000000000000009,0.83,998.0,15.0
KXNBAGAME-26MAR06INDLAL,6h,1772832600,included,1772832600.0,0.0,0.79,0.78,0.8,0.020000000000000018,0.8,5762.0,43.0
KXNBAGAME-26MAR06INDLAL,1h,1772850600,included,1772850600.0,0.0,0.785,0.78,0.79,0.010000000000000009,0.79,51838.0,59.0
KXNBAGAME-26MAR06INDLAL,5m,1772853900,included,1772853900.0,0.0,0.785,0.78,0.79,0.010000000000000009,0.79,119044.0,60.0
KXNBAGAME-26MAR07ORLMIN,24h,1772827200,included,1772827200.0,0.0,0.72,0.71,0.73,0.020000000000000018,0.73,333.0,8.0
KXNBAGAME-26MAR07ORLMIN,6h,1772892000,included,1772892000.0,0.0,0.705,0.7,0.71,0.010000000000000009,0.71,13182.0,53.0
KXNBAGAME-26MAR07ORLMIN,1h,1772910000,included,1772910000.0,0.0,0.705,0.7,0.71,0.010000000000000009,0.71,43069.0,58.0
KXNBAGAME-26MAR07ORLMIN,5m,1772913300,included,1772913300.0,0.0,0.705,0.7,0.71,0.010000000000000009,0.71,105307.0,60.0
KXNBAGAME-26MAR07BKNDET,24h,1772838000,included,1772837880.0,120.0,0.885,0.88,0.89,0.010000000000000009,,2955.0,8.0
KXNBAGAME-26MAR07BKNDET,6h,1772902800,included,1772902800.0,0.0,0.895,0.89,0.9,0.010000000000000009,0.9,22020.0,51.0
KXNBAGAME-26MAR07BKNDET,1h,1772920800,included,1772920800.0,0.0,0.865,0.86,0.87,0.010000000000000009,0.87,86860.0,58.0
KXNBAGAME-26MAR07BKNDET,5m,1772924100,included,1772924100.0,0.0,0.865,0.86,0.87,0.010000000000000009,0.86,124023.0,60.0
KXNBAGAME-26MAR07PHIATL,24h,1772838000,included,1772837880.0,120.0,0.645,0.64,0.65,0.010000000000000009,0.65,182.0,7.0
KXNBAGAME-26MAR07PHIATL,6h,1772902800,included,1772902740.0,60.0,0.695,0.69,0.7,0.010000000000000009,0.7,17193.0,33.0
KXNBAGAME-26MAR07PHIATL,1h,1772920800,included,1772920800.0,0.0,0.695,0.69,0.7,0.010000000000000009,0.7,23724.0,53.0
KXNBAGAME-26MAR07PHIATL,5m,1772924100,included,1772924100.0,0.0,0.705,0.7,0.71,0.010000000000000009,0.71,134706.0,60.0
KXNBAGAME-26MAR07LACMEM,24h,1772845200,bar_too_old,,180.0,,,,,,,
KXNBAGAME-26MAR07LACMEM,6h,1772910000,included,1772909940.0,60.0,0.295,0.29,0.3,0.010000000000000009,0.31,1669.0,25.0
KXNBAGAME-26MAR07LACMEM,1h,1772928000,included,1772928000.0,0.0,0.27,0.26,0.28,0.020000000000000018,0.28,20357.0,58.0
KXNBAGAME-26MAR07LACMEM,5m,1772931300,included,1772931300.0,0.0,0.275,0.27,0.28,0.010000000000000009,0.28,32029.0,58.0
KXNBAGAME-26MAR07UTAMIL,24h,1772845200,included,1772845080.0,120.0,0.83,0.82,0.84,0.020000000000000018,,61.0,8.0
KXNBAGAME-26MAR07UTAMIL,6h,1772910000,included,1772910000.0,0.0,0.795,0.79,0.8,0.010000000000000009,0.8,1697.0,32.0
KXNBAGAME-26MAR07UTAMIL,1h,1772928000,included,1772927940.0,60.0,0.795,0.79,0.8,0.010000000000000009,0.8,16483.0,54.0
KXNBAGAME-26MAR07UTAMIL,5m,1772931300,included,1772931300.0,0.0,0.795,0.79,0.8,0.010000000000000009,0.8,91205.0,58.0
KXNBAGAME-26MAR07GSWOKC,24h,1772847000,included,1772846940.0,60.0,0.85,0.84,0.86,0.020000000000000018,,6308.0,14.0
KXNBAGAME-26MAR07GSWOKC,6h,1772911800,included,1772911800.0,0.0,0.875,0.87,0.88,0.010000000000000009,0.88,55586.0,42.0
KXNBAGAME-26MAR07GSWOKC,1h,1772929800,included,1772929800.0,0.0,0.845,0.84,0.85,0.010000000000000009,0.85,148195.0,60.0
KXNBAGAME-26MAR07GSWOKC,5m,1772933100,included,1772933100.0,0.0,0.835,0.83,0.84,0.010000000000000009,0.84,100531.0,60.0
KXNBAGAME-26MAR08BOSCLE,24h,1772902800,bar_too_old,,420.0,,,,,,,
KXNBAGAME-26MAR08BOSCLE,6h,1772967600,included,1772967540.0,60.0,0.495,0.49,0.5,0.010000000000000009,0.5,2810.0,29.0
KXNBAGAME-26MAR08BOSCLE,1h,1772985600,included,1772985600.0,0.0,0.505,0.5,0.51,0.010000000000000009,0.51,41761.0,60.0
KXNBAGAME-26MAR08BOSCLE,5m,1772988900,included,1772988900.0,0.0,0.525,0.52,0.53,0.010000000000000009,0.53,386180.0,60.0
KXNBAGAME-26MAR08NYKLAL,24h,1772911800,included,1772911740.0,60.0,0.41500000000000004,0.4,0.43,0.02999999999999997,0.43,559.0,24.0
KXNBAGAME-26MAR08NYKLAL,6h,1772976600,included,1772976600.0,0.0,0.42,0.41,0.43,0.020000000000000018,0.43,3623.0,41.0
KXNBAGAME-26MAR08NYKLAL,1h,1772994600,included,1772994600.0,0.0,0.395,0.39,0.4,0.010000000000000009,0.4,150098.0,60.0
KXNBAGAME-26MAR08NYKLAL,5m,1772997900,included,1772997900.0,0.0,0.365,0.36,0.37,0.010000000000000009,0.37,264527.0,60.0
KXNBAGAME-26MAR08DALTOR,24h,1772920800,included,1772920800.0,0.0,0.74,0.73,0.75,0.020000000000000018,,1106.0,10.0
KXNBAGAME-26MAR08DALTOR,6h,1772985600,included,1772985600.0,0.0,0.795,0.79,0.8,0.010000000000000009,,5036.0,40.0
KXNBAGAME-26MAR08DALTOR,1h,1773003600,included,1773003600.0,0.0,0.785,0.78,0.79,0.010000000000000009,,15652.0,55.0
KXNBAGAME-26MAR08DALTOR,5m,1773006900,included,1773006900.0,0.0,0.785,0.78,0.79,0.010000000000000009,0.78,46743.0,59.0
KXNBAGAME-26MAR08DETMIA,24h,1772920800,included,1772920800.0,0.0,0.425,0.42,0.43,0.010000000000000009,,712.0,8.0
KXNBAGAME-26MAR08DETMIA,6h,1772985600,included,1772985600.0,0.0,0.475,0.47,0.48,0.010000000000000009,,2598.0,37.0
KXNBAGAME-26MAR08DETMIA,1h,1773003600,included,1773003600.0,0.0,0.485,0.48,0.49,0.010000000000000009,0.49,80451.0,57.0
KXNBAGAME-26MAR08DETMIA,5m,1773006900,included,1773006900.0,0.0,0.485,0.48,0.49,0.010000000000000009,0.49,151497.0,60.0
KXNBAGAME-26MAR08WASNOP,24h,1772924400,included,1772924400.0,0.0,0.805,0.8,0.81,0.010000000000000009,,80.0,2.0
KXNBAGAME-26MAR08WASNOP,6h,1772989200,included,1772989200.0,0.0,0.8,0.79,0.81,0.020000000000000018,0.81,3482.0,38.0
KXNBAGAME-26MAR08WASNOP,1h,1773007200,included,1773007200.0,0.0,0.825,0.82,0.83,0.010000000000000009,,6118.0,44.0
KXNBAGAME-26MAR08WASNOP,5m,1773010500,included,1773010500.0,0.0,0.815,0.81,0.82,0.009999999999999898,0.82,59720.0,49.0
KXNBAGAME-26MAR08HOUSAS,24h,1772928000,bar_too_old,,240.0,,,,,,,
KXNBAGAME-26MAR08HOUSAS,6h,1772992800,included,1772992800.0,0.0,0.665,0.66,0.67,0.010000000000000009,0.67,11643.0,59.0
KXNBAGAME-26MAR08HOUSAS,1h,1773010800,included,1773010800.0,0.0,0.675,0.67,0.68,0.010000000000000009,0.68,188005.0,60.0
KXNBAGAME-26MAR08HOUSAS,5m,1773014100,included,1773014100.0,0.0,0.675,0.67,0.68,0.010000000000000009,0.68,175350.0,60.0
KXNBAGAME-26MAR08ORLMIL,24h,1772928000,bar_too_old,,480.0,,,,,,,
KXNBAGAME-26MAR08ORLMIL,6h,1772992800,included,1772992800.0,0.0,0.35,0.34,0.36,0.019999999999999962,,8752.0,39.0
KXNBAGAME-26MAR08ORLMIL,1h,1773010800,included,1773010800.0,0.0,0.355,0.35,0.36,0.010000000000000009,0.36,12237.0,55.0
KXNBAGAME-26MAR08ORLMIL,5m,1773014100,included,1773014100.0,0.0,0.35,0.34,0.36,0.019999999999999962,0.36,24879.0,60.0
KXNBAGAME-26MAR08CHISAC,24h,1772931600,bar_too_old,,360.0,,,,,,,
KXNBAGAME-26MAR08CHISAC,6h,1772996400,included,1772996400.0,0.0,0.455,0.45,0.46,0.010000000000000009,0.46,1366.0,26.0
KXNBAGAME-26MAR08CHISAC,1h,1773014400,included,1773014400.0,0.0,0.385,0.38,0.39,0.010000000000000009,,10446.0,49.0
KXNBAGAME-26MAR08CHISAC,5m,1773017700,included,1773017700.0,0.0,0.365,0.36,0.37,0.010000000000000009,0.37,53726.0,57.0
KXNBAGAME-26MAR08INDPOR,24h,1772931600,included,1772931540.0,60.0,0.77,0.76,0.78,0.020000000000000018,0.78,342.0,6.0
KXNBAGAME-26MAR08INDPOR,6h,1772996400,included,1772996400.0,0.0,0.785,0.78,0.79,0.010000000000000009,,2812.0,26.0
KXNBAGAME-26MAR08INDPOR,1h,1773014400,included,1773014400.0,0.0,0.785,0.78,0.79,0.010000000000000009,0.79,28535.0,49.0
KXNBAGAME-26MAR08INDPOR,5m,1773017700,included,1773017700.0,0.0,0.785,0.78,0.79,0.010000000000000009,0.79,36680.0,55.0
KXNBAGAME-26MAR08CHAPHX,24h,1772935200,included,1772935200.0,0.0,0.395,0.39,0.4,0.010000000000000009,,213.0,6.0
KXNBAGAME-26MAR08CHAPHX,6h,1773000000,included,1773000000.0,0.0,0.375,0.37,0.38,0.010000000000000009,0.38,1712.0,39.0
KXNBAGAME-26MAR08CHAPHX,1h,1773018000,included,1773018000.0,0.0,0.36,0.35,0.37,0.020000000000000018,0.37,60593.0,60.0
KXNBAGAME-26MAR08CHAPHX,5m,1773021300,included,1773021300.0,0.0,0.355,0.35,0.36,0.010000000000000009,0.36,162718.0,60.0
KXNBAGAME-26MAR09PHICLE,24h,1773010800,included,1773010800.0,0.0,0.815,0.81,0.82,0.009999999999999898,,770.0,7.0
KXNBAGAME-26MAR09PHICLE,6h,1773075600,included,1773075600.0,0.0,0.855,0.85,0.86,0.010000000000000009,0.86,33562.0,50.0
KXNBAGAME-26MAR09PHICLE,1h,1773093600,included,1773093600.0,0.0,0.865,0.86,0.87,0.010000000000000009,0.87,97626.0,58.0
KXNBAGAME-26MAR09PHICLE,5m,1773096900,included,1773096900.0,0.0,0.865,0.86,0.87,0.010000000000000009,0.87,237270.0,60.0
KXNBAGAME-26MAR09DENOKC,24h,1773012600,included,1773012540.0,60.0,0.715,0.7,0.73,0.030000000000000027,0.73,383.0,14.0
KXNBAGAME-26MAR09DENOKC,6h,1773077400,included,1773077400.0,0.0,0.695,0.69,0.7,0.010000000000000009,0.7,17242.0,53.0
KXNBAGAME-26MAR09DENOKC,1h,1773095400,included,1773095400.0,0.0,0.695,0.69,0.7,0.010000000000000009,0.7,112667.0,60.0
KXNBAGAME-26MAR09DENOKC,5m,1773098700,included,1773098700.0,0.0,0.595,0.59,0.6,0.010000000000000009,0.6,189862.0,60.0
KXNBAGAME-26MAR09MEMBKN,24h,1773012600,included,1773012540.0,60.0,0.51,0.49,0.53,0.040000000000000036,0.53,522.0,4.0
KXNBAGAME-26MAR09MEMBKN,6h,1773077400,included,1773077400.0,0.0,0.47,0.46,0.48,0.019999999999999962,,2432.0,38.0
KXNBAGAME-26MAR09MEMBKN,1h,1773095400,included,1773095400.0,0.0,0.485,0.48,0.49,0.010000000000000009,0.48,11083.0,50.0
KXNBAGAME-26MAR09MEMBKN,5m,1773098700,included,1773098700.0,0.0,0.515,0.51,0.52,0.010000000000000009,0.52,91637.0,58.0
KXNBAGAME-26MAR09GSWUTA,24h,1773018000,included,1773018000.0,0.0,0.3,0.29,0.31,0.020000000000000018,,20.0,3.0
KXNBAGAME-26MAR09GSWUTA,6h,1773082800,included,1773082800.0,0.0,0.275,0.27,0.28,0.010000000000000009,0.28,3340.0,30.0
KXNBAGAME-26MAR09GSWUTA,1h,1773100800,included,1773100800.0,0.0,0.3,0.29,0.31,0.020000000000000018,0.31,12345.0,57.0
KXNBAGAME-26MAR09GSWUTA,5m,1773104100,included,1773104100.0,0.0,0.305,0.3,0.31,0.010000000000000009,0.31,38089.0,59.0
KXNBAGAME-26MAR09NYKLAC,24h,1773021600,included,1773021540.0,60.0,0.44,0.43,0.45,0.020000000000000018,,1011.0,17.0
KXNBAGAME-26MAR09NYKLAC,6h,1773086400,included,1773086280.0,120.0,0.435,0.43,0.44,0.010000000000000009,0.44,7020.0,40.0
KXNBAGAME-26MAR09NYKLAC,1h,1773104400,included,1773104400.0,0.0,0.455,0.45,0.46,0.010000000000000009,0.46,26594.0,60.0
KXNBAGAME-26MAR09NYKLAC,5m,1773107700,included,1773107700.0,0.0,0.455,0.45,0.46,0.010000000000000009,0.46,187661.0,60.0
KXNBAGAME-26MAR10MEMPHI,24h,1773097200,bar_too_old,,240.0,,,,,,,
KXNBAGAME-26MAR10MEMPHI,6h,1773162000,included,1773162000.0,0.0,0.595,0.59,0.6,0.010000000000000009,0.6,7632.0,49.0
KXNBAGAME-26MAR10MEMPHI,1h,1773180000,included,1773180000.0,0.0,0.615,0.61,0.62,0.010000000000000009,0.62,22486.0,59.0
KXNBAGAME-26MAR10MEMPHI,5m,1773183300,included,1773183300.0,0.0,0.625,0.62,0.63,0.010000000000000009,0.63,118691.0,60.0
KXNBAGAME-26MAR10DALATL,24h,1773099000,bar_too_old,,240.0,,,,,,,
KXNBAGAME-26MAR10DALATL,6h,1773163800,included,1773163800.0,0.0,0.785,0.78,0.79,0.010000000000000009,0.79,12092.0,30.0
KXNBAGAME-26MAR10DALATL,1h,1773181800,included,1773181800.0,0.0,0.795,0.79,0.8,0.010000000000000009,0.8,11711.0,51.0
KXNBAGAME-26MAR10DALATL,5m,1773185100,included,1773185100.0,0.0,0.785,0.78,0.79,0.010000000000000009,0.79,91151.0,58.0
KXNBAGAME-26MAR10DETBKN,24h,1773099000,included,1773099000.0,0.0,0.125,0.12,0.13,0.010000000000000009,0.13,1417.0,18.0
KXNBAGAME-26MAR10DETBKN,6h,1773163800,included,1773163740.0,60.0,0.10500000000000001,0.1,0.11,0.009999999999999995,0.11,14934.0,50.0
KXNBAGAME-26MAR10DETBKN,1h,1773181800,included,1773181800.0,0.0,0.095,0.09,0.1,0.010000000000000009,0.1,101244.0,59.0
KXNBAGAME-26MAR10DETBKN,5m,1773185100,included,1773185100.0,0.0,0.095,0.09,0.1,0.010000000000000009,0.1,154301.0,60.0
KXNBAGAME-26MAR10WASMIA,24h,1773099000,included,1773099000.0,0.0,0.885,0.88,0.89,0.010000000000000009,,944.0,5.0
KXNBAGAME-26MAR10WASMIA,6h,1773163800,included,1773163800.0,0.0,0.895,0.89,0.9,0.010000000000000009,0.9,5693.0,34.0
KXNBAGAME-26MAR10WASMIA,1h,1773181800,included,1773181800.0,0.0,0.915,0.91,0.92,0.010000000000000009,,52981.0,37.0
